lambda,gap,satisfied,loss,accuracy,max_pairwise_gap,logit_std,constraint_satisfied
10000.0,1.3440847396850586e-05,True,0.6925343871116638,0.5176542401313782,1.3440847396850586e-05,0.00025677282246761024,True
1000.0,1.8931925296783447e-05,True,0.6925453543663025,0.5176542401313782,1.8931925296783447e-05,0.0003178392944391817,True
100.0,0.00048818439245224,True,0.6921529173851013,0.5176542401313782,0.00048818439245224,0.001720480970107019,True
10.0,0.003381989896297455,False,0.6855370402336121,0.5232853293418884,0.003381989896297455,0.024997558444738388,False
