epoch,train_loss,val_loss,val_accuracy,val_max_pairwise_gap,val_logit_std,val_constraint_satisfied,lr,epoch_time_sec
0,1.8595481629446735,0.6918522715568542,0.5153205990791321,0.008884131908416748,0.03651610389351845,False,0.0001,187.45
1,0.7056983429615892,0.6923525929450989,0.5176542401313782,0.0005146265029907227,0.00738799711689353,True,0.0001,186.17
2,0.6935283359580152,0.6923685669898987,0.5176542401313782,0.0003310367465019226,0.004552744794636965,True,8e-05,190.43
