lambda,gap,satisfied,loss,accuracy,max_pairwise_gap,logit_std,constraint_satisfied
10000.0,7.836520671844482e-05,True,0.6925240159034729,0.5176542401313782,7.836520671844482e-05,0.0016365329502150416,True
1000.0,8.087605237960815e-05,True,0.692523717880249,0.5176542401313782,8.087605237960815e-05,0.0025321277789771557,True
100.0,0.0004356950521469116,True,0.6922042369842529,0.5176542401313782,0.0004356950521469116,0.0031257637310773134,True
10.0,0.006566926836967468,False,0.6757928133010864,0.6280438303947449,0.006566926836967468,0.05921902135014534,False
