epoch,train_loss,val_loss,val_accuracy,val_max_pairwise_gap,val_logit_std,val_constraint_satisfied,lr,epoch_time_sec
0,0.3433662444892194,0.2553567886352539,0.8957995176315308,0.0005930513143539429,3.4915976524353027,True,0.0001,538.09
1,0.24693222693744438,0.23133860528469086,0.9064528942108154,0.0005541779100894928,3.650763988494873,True,0.0001,550.75
2,0.23128108728590605,0.22239509224891663,0.9107649922370911,0.0006692260503768921,3.7888007164001465,True,0.0001,606.52
3,0.2212039070131387,0.21624840795993805,0.9137073755264282,0.00043792277574539185,3.995694160461426,True,0.0001,600.96
4,0.21309192513814837,0.2151886373758316,0.9154829382896423,0.00042976438999176025,3.9723260402679443,True,0.0001,579.46
5,0.20919707557534403,0.21130651235580444,0.9170048832893372,0.00037471577525138855,3.999952793121338,True,0.0001,603.26
6,0.20239401432329213,0.21050946414470673,0.91796875,0.0004511624574661255,4.184718132019043,True,0.0001,582.11
7,0.1959941823971562,0.2100214958190918,0.9189833402633667,0.00041560083627700806,4.009530067443848,True,0.0001,580.73
8,0.19234508741390643,0.21216294169425964,0.9188311696052551,0.000424068421125412,4.492180347442627,True,0.0001,577.17
9,0.18823932653722966,0.20953510701656342,0.9199472665786743,0.0004461333155632019,4.287364959716797,True,0.0001,579.99
10,0.18390673293057877,0.2111738622188568,0.9192370176315308,0.00043085217475891113,4.292532444000244,True,0.0001,590.41
11,0.1785681541486139,0.21700341999530792,0.9192370176315308,0.0003630220890045166,4.605816841125488,True,8e-05,568.07
