lambda,gap,satisfied,loss,accuracy,max_pairwise_gap,logit_std,constraint_satisfied
10000.0,4.798173904418945e-06,True,0.6925234198570251,0.5176542401313782,4.798173904418945e-06,0.00041931800660677254,True
1000.0,9.313225746154785e-07,True,0.692550539970398,0.5176542401313782,9.313225746154785e-07,1.825951949285809e-05,True
100.0,0.00020106136798858643,True,0.6918426752090454,0.5176542401313782,0.00020106136798858643,0.002377154305577278,True
10.0,0.004103578627109528,False,0.6774596571922302,0.5676237940788269,0.004103578627109528,0.048603300005197525,False
