lambda,gap,satisfied,loss,accuracy,max_pairwise_gap,logit_std,constraint_satisfied
10000.0,6.6086649894714355e-06,True,0.6925304532051086,0.5176542401313782,6.6086649894714355e-06,0.00020172310178168118,True
1000.0,9.922683238983154e-05,True,0.6925204396247864,0.5176542401313782,9.922683238983154e-05,0.00122768001165241,True
100.0,0.00022370368242263794,True,0.6924758553504944,0.5176542401313782,0.00022370368242263794,0.0039761182852089405,True
10.0,0.0011941641569137573,False,0.6898670792579651,0.5176542401313782,0.0011941641569137573,0.018327049911022186,False
