epoch,train_loss,val_loss,val_accuracy,val_max_pairwise_gap,val_logit_std,val_constraint_satisfied,lr,epoch_time_sec
0,0.41390497868238263,0.3172663450241089,0.8607447147369385,0.0006194040179252625,2.967463493347168,True,0.0001,867.27
1,0.2884227379869393,0.27631422877311707,0.8820515275001526,0.0005827844142913818,3.39132022857666,True,0.0001,893.82
2,0.25929657318579885,0.25800079107284546,0.891538143157959,0.0006065457127988338,3.7591168880462646,True,0.0001,892.61
3,0.24553714940164018,0.24888142943382263,0.8970677852630615,0.0004841834306716919,3.8657970428466797,True,0.0001,892.99
4,0.23653294605752684,0.24015355110168457,0.9015320539474487,0.0005167275667190552,3.908907651901245,True,0.0001,886.88
5,0.22889795878882302,0.23508545756340027,0.9039164185523987,0.0005186796188354492,3.9968693256378174,True,0.0001,876.67
6,0.22294104918163685,0.2297288477420807,0.905083179473877,0.0004826784133911133,4.08165979385376,True,0.0001,877.52
7,0.21784178042916907,0.2261614054441452,0.9075689911842346,0.0004616491496562958,4.058333396911621,True,0.0001,872.61
8,0.215523059207051,0.22276553511619568,0.9102576971054077,0.0005259290337562561,4.364284992218018,True,0.0001,886.88
9,0.21232549497667982,0.22019001841545105,0.9107142686843872,0.000503352377563715,4.114921569824219,True,0.0001,872.34
10,0.20819828261863374,0.21937796473503113,0.9114245176315308,0.0005119815468788147,4.258700847625732,True,0.0001,890.24
11,0.20562746479954955,0.21818487346172333,0.9130986332893372,0.0004590824246406555,4.347146987915039,True,0.0001,882.87
12,0.20354204221598943,0.21773593127727509,0.9130986332893372,0.00038254261016845703,4.237412452697754,True,0.0001,883.31
13,0.20180937360109327,0.2147805541753769,0.9150770902633667,0.0004266127943992615,4.31257438659668,True,0.0001,882.13
14,0.2004947175970942,0.21499569714069366,0.9145190715789795,0.0004604160785675049,4.177772521972656,True,0.0001,876.68
