epoch,train_loss,val_loss_raw,val_loss_proj,val_accuracy_raw,val_accuracy_proj,val_gap_raw,val_gap_proj,val_logit_std_raw,val_logit_std_proj,val_constraint_satisfied,val_solver_status,lr,epoch_time_sec
0,0.38004855918828023,0.2642742395401001,0.32060113549232483,0.8879870176315308,0.8580052852630615,2.6355212926864624,0.0007532387971878052,3.41968035697937,3.233510732650757,True,optimal,0.0001,808.85
1,0.24763008339657963,0.225534588098526,0.2831270694732666,0.9021915793418884,0.8782975077629089,2.964537799358368,0.0007272958755493164,3.8981471061706543,3.6943767070770264,True,optimal,0.0001,846.55
2,0.21977053009591793,0.20784153044223785,0.27080413699150085,0.9092938303947449,0.884892463684082,3.370274841785431,0.0007012784481048584,4.487287521362305,4.257575511932373,True,optimal,0.0001,803.56
3,0.20482961968542598,0.1968463510274887,0.2658950388431549,0.9153307676315308,0.8846895098686218,3.4892868995666504,0.0007012784481048584,4.723177433013916,4.483053207397461,True,optimal,0.0001,814.98
4,0.19431739498253559,0.18937121331691742,0.26245811581611633,0.9180701971054077,0.8883928656578064,3.580704927444458,0.0007011890411376953,4.960506439208984,4.714562892913818,True,optimal,0.0001,809.06
5,0.18676154745718507,0.18385176360607147,0.26386988162994385,0.9193891882896423,0.8886464834213257,4.016683101654053,0.0007013082504272461,5.373741626739502,5.095589637756348,True,optimal,0.0001,828.82
6,0.18158293369830802,0.1798151135444641,0.2627861797809601,0.923041820526123,0.888545036315918,4.0515278577804565,0.0007142424583435059,5.553441047668457,5.268496513366699,True,optimal,8e-05,734.83
