epoch,train_loss,val_loss,val_accuracy,val_max_pairwise_gap,val_logit_std,val_constraint_satisfied,lr,epoch_time_sec
0,0.6843755964777971,0.6790812015533447,0.5642755681818182,0.00013297796249389648,0.21335920691490173,False,0.0001,155.89
1,0.673809329341901,0.6676873962084452,0.595999053030303,0.00012312829494476318,0.3344913721084595,False,0.0001,177.09
2,0.6621360914095452,0.6546166015393806,0.6144649621212122,0.0001370757818222046,0.44945043325424194,False,0.0001,170.04
3,0.6526447730629068,0.6485228646885265,0.6218039772727273,0.00011557340621948242,0.5486624240875244,False,0.0001,171.72
4,0.6461521265538115,0.6448323040297537,0.6232244318181818,8.478760719299316e-05,0.5981751084327698,True,0.0001,166.02
5,0.6422650176835688,0.6403880083199703,0.6293797348484849,5.729496479034424e-05,0.628190279006958,True,0.0001,162.82
6,0.636627114132831,0.6383391943844882,0.6318655303030303,5.3413212299346924e-05,0.6793736815452576,True,0.0001,162.57
7,0.6315198225018225,0.6344318606636741,0.63671875,4.929304122924805e-05,0.7115757465362549,True,0.0001,163.41
8,0.6297654344847328,0.6313823515718634,0.6374289772727273,5.4255127906799316e-05,0.7317730188369751,True,0.0001,165.24
9,0.6261230407184676,0.6307176658601472,0.6392045454545454,4.673004150390625e-05,0.7580307722091675,True,0.0001,163.63
10,0.6228780828808483,0.6292590083497943,0.6409801136363636,6.03795051574707e-05,0.7622166275978088,True,0.0001,162.59
11,0.6200071004660506,0.6257715261343754,0.6448863636363636,3.407895565032959e-05,0.7894676923751831,True,0.0001,161.27
12,0.6178574956169254,0.6422062028538097,0.6342329545454546,4.7266483306884766e-05,0.8132578730583191,True,0.0001,160.44
13,0.6156161229469275,0.6230531912861448,0.6484375,4.7013163566589355e-05,0.8615546226501465,True,0.0001,160.78
14,0.6134295810602213,0.6212713248801954,0.6486742424242424,5.4195523262023926e-05,0.8426249027252197,True,0.0001,159.64
15,0.6116328517857351,0.6328365134470391,0.6370738636363636,4.3392181396484375e-05,0.8544065356254578,True,0.0001,163.63
16,0.6093915500923207,0.6207943034894539,0.6493844696969697,4.503130912780762e-05,0.8989859819412231,True,0.0001,162.5
17,0.6078381634464389,0.62379159710624,0.6434659090909091,3.875046968460083e-05,0.8820551037788391,True,0.0001,161.88
18,0.6058474473263088,0.6158085158376982,0.6529356060606061,4.9114227294921875e-05,0.9049952626228333,True,0.0001,162.68
19,0.6026860338292623,0.6147185762723287,0.6542376893939394,4.8473477363586426e-05,0.9421924948692322,True,0.0001,161.88
20,0.6020404831751397,0.6189210938684868,0.6526988636363636,6.648898124694824e-05,0.9495319128036499,True,0.0001,159.37
21,0.6001966030974137,0.6122461196148035,0.66015625,4.500150680541992e-05,0.9603575468063354,True,0.0001,159.95
22,0.5969760670865837,0.6149666489976825,0.6593276515151515,4.890561103820801e-05,1.0225988626480103,True,0.0001,162.48
23,0.5955279506742954,0.6160036704756997,0.65234375,5.24669885635376e-05,0.971185564994812,True,8e-05,162.81
24,0.5942258701512688,0.6093994920903986,0.6642992424242424,5.745887756347656e-05,0.9953339695930481,True,8e-05,160.48
25,0.5921041310617798,0.609923546964472,0.658499053030303,3.801658749580383e-05,0.9725093841552734,True,8e-05,159.03
26,0.5918855778872967,0.6135109663009644,0.6569602272727273,4.3332576751708984e-05,1.0073996782302856,True,6.400000000000001e-05,161.07
27,0.5907222895245803,0.6091945984146812,0.6653645833333334,4.953145980834961e-05,1.0210450887680054,True,6.400000000000001e-05,164.85
28,0.5860817216728863,0.6064731496753115,0.6599195075757576,3.8273632526397705e-05,1.0549306869506836,True,6.400000000000001e-05,170.79
29,0.586182459600662,0.6098300164396112,0.6665482954545454,4.029273986816406e-05,1.0658385753631592,True,6.400000000000001e-05,166.51
30,0.5842018472520929,0.6086742932146246,0.6659564393939394,6.914138793945312e-05,1.0702682733535767,True,5.120000000000001e-05,166.7
31,0.5831909795340738,0.6033088095260389,0.66796875,3.197789192199707e-05,1.0574088096618652,True,5.120000000000001e-05,164.6
32,0.5815252104872152,0.6032875469236663,0.6658380681818182,2.0079314708709717e-05,1.093334674835205,True,5.120000000000001e-05,163.6
33,0.5815898878009695,0.6010951092748931,0.6677320075757576,5.6743621826171875e-05,1.0938957929611206,True,5.120000000000001e-05,161.29
34,0.5787764632780301,0.6032393574714661,0.6705729166666666,5.128979682922363e-05,1.0930167436599731,True,5.120000000000001e-05,162.35
35,0.5775872004267416,0.6043329907186104,0.6656013257575758,5.1077455282211304e-05,1.080355167388916,True,4.0960000000000014e-05,162.64
36,0.5765401817073947,0.6042689662991148,0.6671401515151515,5.2105868235230446e-05,1.1095666885375977,True,4.0960000000000014e-05,156.87
